-0.00147906	6.34921e-05	0.00231667	
-0.00147906	7.93651e-05	0.00223333	
-0.00147906	9.52381e-05	0.00223333	
-0.00146597	6.34921e-05	0.00231667	
-0.00146597	7.93651e-05	0.002275	
-0.00146597	9.52381e-05	0.002275	
-0.00145288	3.1746e-05	0.00243333	
-0.00145288	4.7619e-05	0.00243333	
-0.00145288	6.34921e-05	0.0024	
-0.00145288	7.93651e-05	0.0024	
-0.00145288	9.52381e-05	0.0024	
-0.00143979	3.1746e-05	0.00243333	
-0.00143979	4.7619e-05	0.00243333	
-0.00143979	6.34921e-05	0.00243333	
-0.00143979	7.93651e-05	0.00243333	
-0.00143979	9.52381e-05	0.00243333	
-0.00143979	0.000111111	0.002475	
-0.0014267	1.5873e-05	0.00243333	
-0.0014267	3.1746e-05	0.002475	
-0.0014267	4.7619e-05	0.00243333	
-0.0014267	6.34921e-05	0.002475	
-0.0014267	7.93651e-05	0.002475	
-0.0014267	9.52381e-05	0.002475	
-0.0014267	0.000111111	0.00243333	
-0.0014267	0.000126984	0.00243333	
-0.0014267	0.000142857	0.00243333	
-0.00141361	-1.5873e-05	0.002475	
-0.00141361	0	0.002475	
-0.00141361	1.5873e-05	0.00243333	
-0.00141361	3.1746e-05	0.002475	
-0.00141361	4.7619e-05	0.00243333	
-0.00141361	6.34921e-05	0.002475	
-0.00141361	7.93651e-05	0.002475	
-0.00141361	9.52381e-05	0.002475	
-0.00141361	0.000111111	0.00251667	
-0.00141361	0.000126984	0.00243333	
-0.00141361	0.000142857	0.00243333	
-0.00141361	0.00015873	0.00243333	
-0.00141361	0.000174603	0.00235833	
-0.00141361	0.000190476	0.00235833	
-0.00141361	0.000206349	0.00231667	
-0.00140052	4.7619e-05	0.002475	
-0.00140052	6.34921e-05	0.002475	
-0.00140052	7.93651e-05	0.002475	
-0.00140052	9.52381e-05	0.002475	
-0.00140052	0.000111111	0.00255833	
-0.00140052	0.000126984	0.002475	
-0.00140052	0.000142857	0.002475	
-0.00140052	0.00015873	0.00243333	
-0.00140052	0.000174603	0.00243333	
-0.00140052	0.000190476	0.00235833	
-0.00140052	0.000206349	0.00235833	
-0.00140052	0.000222222	0.00235833	
-0.00138743	4.7619e-05	0.00251667	
-0.00138743	6.34921e-05	0.002475	
-0.00138743	7.93651e-05	0.002475	
-0.00138743	9.52381e-05	0.002475	
-0.00138743	0.000111111	0.002475	
-0.00138743	0.000126984	0.002475	
-0.00138743	0.000142857	0.00251667	
-0.00138743	0.00015873	0.002475	
-0.00138743	0.000174603	0.00243333	
-0.00138743	0.000190476	0.0024	
-0.00138743	0.000206349	0.00235833	
